Locality,Total Count,Total Expenditures,month,year,,,
Arlington,175,202787.2,9,2021,,,
Arlington,200,223535.39,10,2021,,,
Arlington,224,262371.68,11,2021,,,
Arlington,232,307566.79,12,2021,,,
Arlington,247,323043.94,1,2022,,,
Arlington,268,331035.3,2,2022,,,
Arlington,270,323268.16,3,2022,,,
Arlington,309,426073.48,4,2022,,,
Arlington,311,390382.92,5,2022,,,
Arlington,315,414800.56,6,2022,,,
Arlington,321,432407.35,7,2022,,,
Arlington,301,413313.1,8,2022,,,
Arlington,314,437641.16,9,2022,,,
Arlington,309,395614.13,10,2022,,,
Arlington,311,418508.59,11,2022,,,
Arlington,318,447555.76,12,2022,,,
Arlington,328,449006.27,1,2023,,,
Arlington,331,466335.52,2,2023,,,
Arlington,349,438421.21,3,2023,,,
Arlington,367,523116.48,4,2023,,,
Arlington,346,465197.1,5,2023,,,
Arlington,368,571174.75,6,2023,,,
Arlington,388,602961.5,7,2023,,,
Arlington,373,548036.1,8,2023,,,
Arlington,398,605007.57,9,2023,,,
Arlington,393,546474.11,10,2023,,,
Arlington,359,561338.64,11,2023,,,
Arlington,386,577222.99,12,2023,,,
Arlington,366,514471.18,1,2024,,,
Arlington,378,603321.92,2,2024,,,
Arlington,382,577613.24,3,2024,,,
Arlington,400,593376.69,4,2024,,,
Arlington,396,613846.44,5,2024,,,
Arlington,423,697676.66,6,2024,,,
Arlington,420,610713.2,7,2024,,,
Arlington,439,742118.96,8,2024,,,
Arlington,422,629560.3,9,2024,,,
Arlington,353,510742.76,10,2024,,,
Arlington,353,545800,11,2024,,,
Arlington,337,491195,12,2024,,,
Arlington,347,507082,1,2025,,,
Arlington,363,593267,2,2025,,,
Arlington,372,521814,3,2025,,,
Arlington,388,571510,4,2025,,,
Arlington,402,619100,5,2025,,,
Arlington,404,636924,6,2025,,,
Augusta,99,45296,7,2017,,,
Augusta,106,41730,8,2017,,,
Augusta,100,40341,9,2017,,,
Augusta,103,29708,10,2017,,,
Augusta,106,39729,11,2017,,,
Augusta,116,39191,12,2017,,,
Augusta,104,37130,1,2018,,,
Augusta,100,43492,2,2018,,,
Augusta,83,28336,3,2018,,,
Augusta,99,32727,4,2018,,,
Augusta,95,35572,5,2018,,,
Augusta,103,37114,6,2018,,,
Augusta,100,53813,7,2018,,,
Augusta,88,47327,8,2018,,,
Augusta,85,36726,9,2018,,,
Augusta,89,36634,10,2018,,,
Augusta,78,35054,11,2018,,,
Augusta,69,28123,12,2018,,,
Augusta,66,27471,1,2019,,,
Augusta,69,38260,2,2019,,,
Augusta,77,29996,3,2019,,,
Augusta,82,31519,4,2019,,,
Augusta,82,33531,5,2019,,,
Augusta,91,38591,6,2019,,,
Augusta,96,48177,7,2019,,,
Augusta,95,49431,8,2019,,,
Augusta,95,37699,9,2019,,,
Augusta,83,36971,10,2019,,,
Augusta,82,40393,11,2019,,,
Augusta,85,37079,12,2019,,,
Augusta,83,38465,1,2020,,,
Augusta,89,45062,2,2020,,,
Augusta,88,37519.8,3,2020,,,
Augusta,91,39895.6,4,2020,,,
Augusta,79,37650,5,2020,,,
Augusta,80,40346,6,2020,,,
Augusta,87,58656,7,2020,,,
Augusta,86,51455,8,2020,,,
Augusta,87,50686,9,2020,,,
Augusta,90,42095,10,2020,,,
Augusta,85,35749.82,11,2020,,,
Augusta,86,37205.89,12,2020,,,
Augusta,79,33236.71,1,2021,,,
Augusta,74,32534.02,2,2021,,,
Augusta,72,28002.09,3,2021,,,
Augusta,75,34873.64,4,2021,,,
Augusta,80,38932.44,5,2021,,,
Augusta,82,41082.78,6,2021,,,
Augusta,87,55556.02,7,2021,,,
Augusta,86,50065.54,8,2021,,,
Augusta,92,45838.1,9,2021,,,
Augusta,93,52083.59,10,2021,,,
Augusta,84,45919.52,11,2021,,,
Augusta,83,40951.54,12,2021,,,
Augusta,87,56395.17,1,2022,,,
Augusta,94,48276.03,2,2022,,,
Augusta,81,38607.72,3,2022,,,
Augusta,82,50257.03,4,2022,,,
Augusta,95,60671.81,5,2022,,,
Augusta,96,51399.42,6,2022,,,
Augusta,91,54358.22,7,2022,,,
Augusta,117,78371.81,8,2022,,,
Augusta,121,65517.33,9,2022,,,
Augusta,134,70677.42,10,2022,,,
Augusta,122,93445.27,11,2022,,,
Augusta,122,99650.14,12,2022,,,
Augusta,125,98988.14,1,2023,,,
Augusta,135,100262.18,2,2023,,,
Augusta,120,80520.6,3,2023,,,
Augusta,138,115541.69,4,2023,,,
Augusta,133,90260.28,5,2023,,,
Augusta,151,126934.19,6,2023,,,
Augusta,146,125830.19,7,2023,,,
Augusta,170,149911.25,8,2023,,,
Augusta,163,119377.9,9,2023,,,
Augusta,143,101026.62,10,2023,,,
Augusta,144,110158.2,11,2023,,,
Augusta,152,112843.72,12,2023,,,
Augusta,148,117325.34,1,2024,,,
Augusta,161,128659.01,2,2024,,,
Augusta,161,111130.73,3,2024,,,
Augusta,159,106912.06,4,2024,,,
Augusta,159,119280.76,5,2024,,,
Augusta,149,116048.66,6,2024,,,
Augusta,167,155305.92,7,2024,,,
Augusta,155,141475.53,8,2024,,,
Augusta,151,101171.92,9,2024,,,
Augusta,137,88520,10,2024,,,
Augusta,133,102761,11,2024,,,
Augusta,133,86710,12,2024,,,
Augusta,132,97819,1,2025,,,
Augusta,143,110251,2,2025,,,
Augusta,137,81947,3,2025,,,
Augusta,143,96156,4,2025,,,
Augusta,137,91945,5,2025,,,
Augusta,136,92667,6,2025,,,
Bath,REDACTED,298,4,2018,,,
Bath,REDACTED,1451,5,2018,,,
Bath,REDACTED,196,7,2018,,,
Bath,REDACTED,290,8,2022,,,
Bath,REDACTED,570,9,2022,,,
Bath,REDACTED,270,10,2022,,,
Bath,REDACTED,369,11,2022,,,
Bath,REDACTED,820,12,2022,,,
Bath,REDACTED,697,1,2023,,,
Bath,REDACTED,678,2,2023,,,
Bath,REDACTED,596,3,2023,,,
Bath,REDACTED,678,4,2023,,,
Bath,REDACTED,268,5,2023,,,
Bath,REDACTED,1006,6,2023,,,
Bath,REDACTED,637,7,2023,,,
Bath,REDACTED,1028,8,2023,,,
Bath,REDACTED,1340,9,2023,,,
Bath,REDACTED,1287,10,2023,,,
Bath,REDACTED,1043,2,2024,,,
Bath,REDACTED,861,3,2024,,,
Bath,REDACTED,861,4,2024,,,
Bath,REDACTED,1048,7,2024,,,
Bath,REDACTED,5359,8,2024,,,
Bath,REDACTED,5997,9,2024,,,
Bath,REDACTED,4947,10,2024,,,
Bath,REDACTED,5970,11,2024,,,
Bath,REDACTED,4680,12,2024,,,
Bath,REDACTED,4764,1,2025,,,
Bath,REDACTED,6706,2,2025,,,
Bath,REDACTED,7212,3,2025,,,
Bath,10,9201,4,2025,,,
Bath,11,9273,5,2025,,,
Bath,11,9179,6,2025,,,
Bedford County,80,28832,7,2017,,,
Bedford County,92,34756,8,2017,,,
Bedford County,88,27237,9,2017,,,
Bedford County,79,24099,10,2017,,,
Bedford County,65,20378,11,2017,,,
Bedford County,87,33590,12,2017,,,
Bedford County,86,33970,1,2018,,,
Bedford County,82,34002,2,2018,,,
Bedford County,92,31707,3,2018,,,
Bedford County,82,33228,4,2018,,,
Bedford County,90,32131,5,2018,,,
Bedford County,86,30392,6,2018,,,
Bedford County,81,35742,7,2018,,,
Bedford County,77,33084,8,2018,,,
Bedford County,69,24665,9,2018,,,
Bedford County,66,29259,10,2018,,,
Bedford County,58,29258,11,2018,,,
Bedford County,60,24586,12,2018,,,
Bedford County,59,23633,1,2019,,,
Bedford County,63,26266,2,2019,,,
Bedford County,61,20764,3,2019,,,
Bedford County,69,28459,4,2019,,,
Bedford County,78,30302,5,2019,,,
Bedford County,90,32479,6,2019,,,
Bedford County,94,46020,7,2019,,,
Bedford County,99,52198,8,2019,,,
Bedford County,90,39665.8,9,2019,,,
Bedford County,89,38305.2,10,2019,,,
Bedford County,89,38827.8,11,2019,,,
Bedford County,87,36924.2,12,2019,,,
Bedford County,88,38411.2,1,2020,,,
Bedford County,102,47328.4,2,2020,,,
Bedford County,101,39319.4,3,2020,,,
Bedford County,89,39993.6,4,2020,,,
Bedford County,73,35927.6,5,2020,,,
Bedford County,84,46127.2,6,2020,,,
Bedford County,94,59417.2,7,2020,,,
Bedford County,96,48291,8,2020,,,
Bedford County,97,46726.6,9,2020,,,
Bedford County,99,41998.8,10,2020,,,
Bedford County,78,35505.4,11,2020,,,
Bedford County,72,30934.8,12,2020,,,
Bedford County,77,36514.6,1,2021,,,
Bedford County,77,34658.6,2,2021,,,
Bedford County,78,34752.6,3,2021,,,
Bedford County,84,41482.8,4,2021,,,
Bedford County,95,51326.2,5,2021,,,
Bedford County,97,48920,6,2021,,,
Bedford County,106,75256,7,2021,,,
Bedford County,121,71370,8,2021,,,
Bedford County,133,70652.2,9,2021,,,
Bedford County,145,77662,10,2021,,,
Bedford County,154,77285.8,11,2021,,,
Bedford County,156,84376.8,12,2021,,,
Bedford County,166,92532.6,1,2022,,,
Bedford County,167,80113,2,2022,,,
Bedford County,175,81232.4,3,2022,,,
Bedford County,180,95227,4,2022,,,
Bedford County,192,111618.8,5,2022,,,
Bedford County,190,96805.2,6,2022,,,
Bedford County,211,138224.6,7,2022,,,
Bedford County,218,117145.8,8,2022,,,
Bedford County,230,113677.6,9,2022,,,
Bedford County,212,108633.4,10,2022,,,
Bedford County,220,147597,11,2022,,,
Bedford County,216,160324.8,12,2022,,,
Bedford County,234,182590.1,1,2023,,,
Bedford County,236,160087.76,2,2023,,,
Bedford County,245,146180.63,3,2023,,,
Bedford County,238,165899.84,4,2023,,,
Bedford County,231,135935.6,5,2023,,,
Bedford County,220,156896.84,6,2023,,,
Bedford County,231,189128.76,7,2023,,,
Bedford County,241,168199.68,8,2023,,,
Bedford County,268,192853.84,9,2023,,,
Bedford County,237,152450.68,10,2023,,,
Bedford County,229,155808.14,11,2023,,,
Bedford County,227,158500.79,12,2023,,,
Bedford County,235,151975.73,1,2024,,,
Bedford County,244,168483.16,2,2024,,,
Bedford County,239,154219.32,3,2024,,,
Bedford County,237,153270.65,4,2024,,,
Bedford County,236,167013.3,5,2024,,,
Bedford County,255,175251.19,6,2024,,,
Bedford County,255,191709.75,7,2024,,,
Bedford County,265,206076.23,8,2024,,,
Bedford County,261,171578.72,9,2024,,,
Bedford County,230,145758.71,10,2024,,,
Bedford County,244,166334,11,2024,,,
Bedford County,229,145812,12,2024,,,
Bedford County,234,153538,1,2025,,,
Bedford County,244,172847,2,2025,,,
Bedford County,240,136886,3,2025,,,
Bedford County,248,160603,4,2025,,,
Bedford County,252,164111,5,2025,,,
Bedford County,249,161636,6,2025,,,
Bland,REDACTED,1611,7,2017,,,
Bland,REDACTED,1751,8,2017,,,
Bland,11,1590,9,2017,,,
Bland,REDACTED,362,10,2017,,,
Bland,REDACTED,374,11,2017,,,
Bland,REDACTED,356,12,2017,,,
Bland,REDACTED,296,1,2018,,,
Bland,REDACTED,423,2,2018,,,
Bland,REDACTED,721,3,2018,,,
Bland,REDACTED,1058,4,2018,,,
Bland,REDACTED,1446,5,2018,,,
Bland,REDACTED,1029,6,2018,,,
Bland,REDACTED,1176,7,2018,,,
Bland,REDACTED,1351,8,2018,,,
Bland,REDACTED,621,9,2018,,,
Bland,REDACTED,1212,10,2018,,,
Bland,REDACTED,1130,11,2018,,,
Bland,REDACTED,712,12,2018,,,
Bland,REDACTED,664,1,2019,,,
Bland,10,3051,2,2019,,,
Bland,11,3084,3,2019,,,
Bland,11,2558,4,2019,,,
Bland,11,2111,5,2019,,,
Bland,11,2055,6,2019,,,
Bland,12,2240,7,2019,,,
Bland,11,2200,8,2019,,,
Bland,10,1940,9,2019,,,
Bland,REDACTED,1573,10,2019,,,
Bland,REDACTED,1729,11,2019,,,
Bland,REDACTED,1283,12,2019,,,
Bland,REDACTED,1336,1,2020,,,
Bland,REDACTED,1549,2,2020,,,
Bland,REDACTED,1404,3,2020,,,
Bland,REDACTED,1111,4,2020,,,
Bland,REDACTED,1115,5,2020,,,
Bland,REDACTED,1041,6,2020,,,
Bland,REDACTED,1486,7,2020,,,
Bland,REDACTED,2343.8,8,2020,,,
Bland,REDACTED,938,9,2020,,,
Bland,REDACTED,1533,10,2020,,,
Bland,REDACTED,1403.4,11,2020,,,
Bland,REDACTED,1041,12,2020,,,
Bland,REDACTED,485.6,1,2021,,,
Bland,REDACTED,174,2,2021,,,
Bland,REDACTED,348,3,2021,,,
Bland,REDACTED,792.8,4,2021,,,
Bland,REDACTED,788.8,5,2021,,,
Bland,REDACTED,883.4,6,2021,,,
Bland,REDACTED,2337.6,7,2021,,,
Bland,REDACTED,2019.6,8,2021,,,
Bland,REDACTED,2784.6,9,2021,,,
Bland,REDACTED,2647.4,10,2021,,,
Bland,REDACTED,2647,11,2021,,,
Bland,REDACTED,2020.6,12,2021,,,
Bland,REDACTED,1418.4,1,2022,,,
Bland,REDACTED,1977.4,2,2022,,,
Bland,REDACTED,1619,3,2022,,,
Bland,REDACTED,1424,4,2022,,,
Bland,REDACTED,1911,5,2022,,,
Bland,REDACTED,2389,6,2022,,,
Bland,REDACTED,3214,7,2022,,,
Bland,REDACTED,3087,8,2022,,,
Bland,REDACTED,2735,9,2022,,,
Bland,REDACTED,2691,10,2022,,,
Bland,REDACTED,6720,11,2022,,,
Bland,REDACTED,6871,12,2022,,,
Bland,REDACTED,6195,1,2023,,,
Bland,REDACTED,4978,2,2023,,,
Bland,REDACTED,4502,3,2023,,,
Bland,REDACTED,6504,4,2023,,,
Bland,REDACTED,5256,5,2023,,,
Bland,10,9269,6,2023,,,
Bland,REDACTED,8010,7,2023,,,
Bland,REDACTED,7605,8,2023,,,
Bland,REDACTED,11122,9,2023,,,
Bland,10,9340,10,2023,,,
Bland,10,10158,11,2023,,,
Bland,11,8046,12,2023,,,
Bland,11,9259,1,2024,,,
Bland,10,9547,2,2024,,,
Bland,13,8423,3,2024,,,
Bland,11,7903,4,2024,,,
Bland,11,8026,5,2024,,,
Bland,12,10410,6,2024,,,
Bland,13,9606,7,2024,,,
Bland,13,8749,8,2024,,,
Bland,13,6638,9,2024,,,
Bland,12,11023,10,2024,,,
Bland,11,6643,11,2024,,,
Bland,REDACTED,6158,12,2024,,,
Bland,10,6854,1,2025,,,
Bland,REDACTED,6433,2,2025,,,
Bland,REDACTED,5020,3,2025,,,
Bland,11,8331,4,2025,,,
Bland,12,9516,5,2025,,,
Bland,11,4645,6,2025,,,
Botetourt,67,30931,7,2017,,,
Botetourt,66,36135,8,2017,,,
Botetourt,61,23912,9,2017,,,
Botetourt,55,19357,10,2017,,,
Botetourt,50,24818,11,2017,,,
Botetourt,47,20023,12,2017,,,
Botetourt,52,19749,1,2018,,,
Botetourt,58,28270,2,2018,,,
Botetourt,54,23964,3,2018,,,
Botetourt,55,19306,4,2018,,,
Botetourt,51,19087,5,2018,,,
Botetourt,44,18747,6,2018,,,
Botetourt,49,27606,7,2018,,,
Botetourt,60,34969,8,2018,,,
Botetourt,63,32004,9,2018,,,
Botetourt,56,29647,10,2018,,,
Botetourt,47,29086,11,2018,,,
Botetourt,50,26929,12,2018,,,
Botetourt,49,21108,1,2019,,,
Botetourt,55,33740,2,2019,,,
Botetourt,54,30375,3,2019,,,
Botetourt,50,26344,4,2019,,,
Botetourt,57,30485,5,2019,,,
Botetourt,52,26808,6,2019,,,
Botetourt,51,28314,7,2019,,,
Botetourt,50,32935.6,8,2019,,,
Botetourt,47,26305.6,9,2019,,,
Botetourt,45,21294.4,10,2019,,,
Botetourt,38,20785.8,11,2019,,,
Botetourt,38,19106.6,12,2019,,,
Botetourt,42,19278.6,1,2020,,,
Botetourt,42,22348.6,2,2020,,,
Botetourt,42,19062.6,3,2020,,,
Botetourt,43,18586.6,4,2020,,,
Botetourt,34,15140.8,5,2020,,,
Botetourt,37,22046.6,6,2020,,,
Botetourt,40,28322.6,7,2020,,,
Botetourt,39,23561,8,2020,,,
Botetourt,36,20033.8,9,2020,,,
Botetourt,29,13207.6,10,2020,,,
Botetourt,27,14047.2,11,2020,,,
Botetourt,35,19834,12,2020,,,
Botetourt,31,15627.2,1,2021,,,
Botetourt,30,16038.4,2,2021,,,
Botetourt,33,13249.6,3,2021,,,
Botetourt,32,15954,4,2021,,,
Botetourt,35,20590.8,5,2021,,,
Botetourt,42,22242.6,6,2021,,,
Botetourt,46,33444,7,2021,,,
Botetourt,51,31446,8,2021,,,
Botetourt,61,31336.4,9,2021,,,
Botetourt,57,27569,10,2021,,,
Botetourt,60,28566.8,11,2021,,,
Botetourt,56,26939.6,12,2021,,,
Botetourt,57,30549.6,1,2022,,,
Botetourt,56,30442.6,2,2022,,,
Botetourt,58,28991.8,3,2022,,,
Botetourt,58,32541.8,4,2022,,,
Botetourt,63,30314.6,5,2022,,,
Botetourt,64,35401.4,6,2022,,,
Botetourt,65,40081.2,7,2022,,,
Botetourt,72,40580.6,8,2022,,,
Botetourt,76,39285.4,9,2022,,,
Botetourt,75,40773.2,10,2022,,,
Botetourt,82,56061.27,11,2022,,,
Botetourt,86,62116.14,12,2022,,,
Botetourt,90,65416.14,1,2023,,,
Botetourt,92,63605.32,2,2023,,,
Botetourt,90,57394.2,3,2023,,,
Botetourt,93,69179.88,4,2023,,,
Botetourt,96,55274.3,5,2023,,,
Botetourt,95,67692.88,6,2023,,,
Botetourt,91,71532.73,7,2023,,,
Botetourt,85,58392.14,8,2023,,,
Botetourt,85,56801.45,9,2023,,,
Botetourt,83,59178.66,10,2023,,,
Botetourt,88,57882.72,11,2023,,,
Botetourt,88,57651.32,12,2023,,,
Botetourt,87,55785.6,1,2024,,,
Botetourt,89,64006.38,2,2024,,,
Botetourt,90,56712.07,3,2024,,,
Botetourt,88,57460.15,4,2024,,,
Botetourt,85,57721,5,2024,,,
Botetourt,89,63420.45,6,2024,,,
Botetourt,92,68563.5,7,2024,,,
Botetourt,87,77252.45,8,2024,,,
Botetourt,87,60574.65,9,2024,,,
Botetourt,83,58180.5,10,2024,,,
Botetourt,81,59144,11,2024,,,
Botetourt,72,52728,12,2024,,,
Botetourt,80,56574,1,2025,,,
Botetourt,77,60492,2,2025,,,
Botetourt,85,51085,3,2025,,,
Botetourt,87,56665,4,2025,,,
Botetourt,77,55737,5,2025,,,
Botetourt,77,54410,6,2025,,,
Bristol,110,42389,7,2017,,,
Bristol,106,39171,8,2017,,,
Bristol,114,33913,9,2017,,,
Bristol,118,31868,10,2017,,,
Bristol,116,40019,11,2017,,,
Bristol,111,33642,12,2017,,,
Bristol,99,24539,1,2018,,,
Bristol,109,36492,2,2018,,,
Bristol,110,33389,3,2018,,,
Bristol,107,28148,4,2018,,,
Bristol,117,40344,5,2018,,,
Bristol,113,34518,6,2018,,,
Bristol,124,45298,7,2018,,,
Bristol,128,47268,8,2018,,,
Bristol,131,55585,9,2018,,,
Bristol,125,39535,10,2018,,,
Bristol,118,42368,11,2018,,,
Bristol,108,41292,12,2018,,,
Bristol,113,40630,1,2019,,,
Bristol,111,38815,2,2019,,,
Bristol,106,38280,3,2019,,,
Bristol,103,38673,4,2019,,,
Bristol,105,36859,5,2019,,,
Bristol,113,46392,6,2019,,,
Bristol,98,39211,7,2019,,,
Bristol,114,41593.2,8,2019,,,
Bristol,110,41455.4,9,2019,,,
Bristol,120,40665.75,10,2019,,,
Bristol,111,42078,11,2019,,,
Bristol,107,36375.95,12,2019,,,
Bristol,120,44019.95,1,2020,,,
Bristol,124,45237.95,2,2020,,,
Bristol,114,36402.85,3,2020,,,
Bristol,107,29869.75,4,2020,,,
Bristol,64,20536.1,5,2020,,,
Bristol,113,55766.5,6,2020,,,
Bristol,91,39232.3,7,2020,,,
Bristol,102,57284.8,8,2020,,,
Bristol,70,36925.4,9,2020,,,
Bristol,73,26113.2,10,2020,,,
Bristol,71,23632,11,2020,,,
Bristol,66,18901.4,12,2020,,,
Bristol,63,20432.6,1,2021,,,
Bristol,64,17274,2,2021,,,
Bristol,54,18980.4,3,2021,,,
Bristol,50,18713.8,4,2021,,,
Bristol,57,23528.6,5,2021,,,
Bristol,61,21982.6,6,2021,,,
Bristol,60,31359.2,7,2021,,,
Bristol,67,28398.8,8,2021,,,
Bristol,70,28344.6,9,2021,,,
Bristol,74,31632.4,10,2021,,,
Bristol,75,30063,11,2021,,,
Bristol,74,30032.8,12,2021,,,
Bristol,79,34141,1,2022,,,
Bristol,83,34027.8,2,2022,,,
Bristol,92,33846.4,3,2022,,,
Bristol,93,36955,4,2022,,,
Bristol,89,34821.6,5,2022,,,
Bristol,78,31982.2,6,2022,,,
Bristol,89,45701.8,7,2022,,,
Bristol,79,37236,8,2022,,,
Bristol,79,33312,9,2022,,,
Bristol,72,29690.8,10,2022,,,
Bristol,91,65388,11,2022,,,
Bristol,83,68902,12,2022,,,
Bristol,88,69116,1,2023,,,
Bristol,101,75538,2,2023,,,
Bristol,99,64159,3,2023,,,
Bristol,91,67037,4,2023,,,
Bristol,93,60123,5,2023,,,
Bristol,102,71920,6,2023,,,
Bristol,97,80365,7,2023,,,
Bristol,101,74534,8,2023,,,
Bristol,105,82493,9,2023,,,
Bristol,106,75398,10,2023,,,
Bristol,94,70740,11,2023,,,
Bristol,91,70029,12,2023,,,
Bristol,96,75291,1,2024,,,
Bristol,99,74402,2,2024,,,
Bristol,105,79470,3,2024,,,
Bristol,102,76978,4,2024,,,
Bristol,103,75227,5,2024,,,
Bristol,97,81331,6,2024,,,
Bristol,103,86577,7,2024,,,
Bristol,104,98610,8,2024,,,
Bristol,108,84936,9,2024,,,
Bristol,107,81186,10,2024,,,
Bristol,108,85251,11,2024,,,
Bristol,103,79870,12,2024,,,
Bristol,114,86538,1,2025,,,
Bristol,114,92424,2,2025,,,
Bristol,112,81916,3,2025,,,
Bristol,111,82124,4,2025,,,
Bristol,109,84250,5,2025,,,
Bristol,115,88815,6,2025,,,
Brunswick,18,5540,7,2017,,,
Brunswick,18,5552,8,2017,,,
Brunswick,18,5170,9,2017,,,
Brunswick,16,4402,10,2017,,,
Brunswick,17,4683,11,2017,,,
Brunswick,15,4497,12,2017,,,
Brunswick,14,3215,1,2018,,,
Brunswick,14,4166,2,2018,,,
Brunswick,14,3875,3,2018,,,
Brunswick,14,4201,4,2018,,,
Brunswick,16,4444,5,2018,,,
Brunswick,15,4971,6,2018,,,
Brunswick,18,6608,7,2018,,,
Brunswick,18,6289,8,2018,,,
Brunswick,19,5676,9,2018,,,
Brunswick,14,3824,10,2018,,,
Brunswick,18,6039,11,2018,,,
Brunswick,18,6079,12,2018,,,
Brunswick,16,3401,1,2019,,,
Brunswick,16,5015,2,2019,,,
Brunswick,22,4755,3,2019,,,
Brunswick,21,6404,4,2019,,,
Brunswick,21,5501,5,2019,,,
Brunswick,18,5451,6,2019,,,
Brunswick,20,5162,7,2019,,,
Brunswick,22,4544,8,2019,,,
Brunswick,19,3684,9,2019,,,
Brunswick,12,2642,10,2019,,,
Brunswick,18,3692,11,2019,,,
Brunswick,19,4798,12,2019,,,
Brunswick,20,4274,1,2020,,,
Brunswick,16,4539,2,2020,,,
Brunswick,18,4375,3,2020,,,
Brunswick,18,4467,4,2020,,,
Brunswick,18,5685,5,2020,,,
Brunswick,18,9398,6,2020,,,
Brunswick,17,6879,7,2020,,,
Brunswick,16,5171,8,2020,,,
Brunswick,21,6301,9,2020,,,
Brunswick,20,5248,10,2020,,,
Brunswick,15,4534.21,11,2020,,,
Brunswick,14,4114.6,12,2020,,,
Brunswick,12,3769,1,2021,,,
Brunswick,14,2599,2,2021,,,
Brunswick,16,3759,3,2021,,,
Brunswick,16,4472,4,2021,,,
Brunswick,16,4917,5,2021,,,
Brunswick,19,5770.18,6,2021,,,
Brunswick,19,7146.19,7,2021,,,
Brunswick,24,9714.34,8,2021,,,
Brunswick,27,9253.52,9,2021,,,
Brunswick,29,9707.12,10,2021,,,
Brunswick,36,11548.66,11,2021,,,
Brunswick,36,15048.12,12,2021,,,
Brunswick,37,16124.58,1,2022,,,
Brunswick,38,13386.66,2,2022,,,
Brunswick,38,13655.09,3,2022,,,
Brunswick,43,17744.73,4,2022,,,
Brunswick,40,14893.55,5,2022,,,
Brunswick,42,17512.74,6,2022,,,
Brunswick,45,19023.71,7,2022,,,
Brunswick,40,17537.94,8,2022,,,
Brunswick,39,15424.54,9,2022,,,
Brunswick,38,15501.18,10,2022,,,
Brunswick,46,29359.4,11,2022,,,
Brunswick,49,34841.67,12,2022,,,
Brunswick,50,38512.83,1,2023,,,
Brunswick,49,34904.02,2,2023,,,
Brunswick,52,31895.63,3,2023,,,
Brunswick,55,37011.83,4,2023,,,
Brunswick,54,33253.16,5,2023,,,
Brunswick,52,39125.52,6,2023,,,
Brunswick,50,40886.6,7,2023,,,
Brunswick,51,37649.3,8,2023,,,
Brunswick,53,38280.95,9,2023,,,
Brunswick,55,36083.89,10,2023,,,
Brunswick,53,37412.48,11,2023,,,
Brunswick,52,36314.8,12,2023,,,
Brunswick,53,38308.4,1,2024,,,
Brunswick,59,46754.99,2,2024,,,
Brunswick,58,41860.63,3,2024,,,
Brunswick,56,40502.73,4,2024,,,
Brunswick,57,42493.86,5,2024,,,
Brunswick,59,46250.99,6,2024,,,
Brunswick,63,49079.6,7,2024,,,
Brunswick,65,54297.99,8,2024,,,
Brunswick,68,48398.23,9,2024,,,
Brunswick,68,45288.67,10,2024,,,
Brunswick,58,48203,11,2024,,,
Brunswick,62,43812,12,2024,,,
Brunswick,57,44363,1,2025,,,
Brunswick,52,44458,2,2025,,,
Brunswick,52,34790,3,2025,,,
Brunswick,52,37474,4,2025,,,
Brunswick,49,36376,5,2025,,,
Brunswick,49,39109,6,2025,,,
Buchanan,REDACTED,22,11,2017,,,
Buchanan,REDACTED,48,12,2017,,,
Buchanan,REDACTED,334,1,2018,,,
Buchanan,REDACTED,100,2,2018,,,
Buchanan,REDACTED,308,3,2018,,,
Buchanan,REDACTED,282,4,2018,,,
Buchanan,REDACTED,22,5,2018,,,
Buchanan,REDACTED,364,8,2018,,,
Buchanan,REDACTED,595,9,2018,,,
Buchanan,REDACTED,910,10,2018,,,
Buchanan,REDACTED,1312,12,2018,,,
Buchanan,REDACTED,995,1,2019,,,
Buchanan,REDACTED,832,2,2019,,,
Buchanan,REDACTED,680,3,2019,,,
Buchanan,REDACTED,652,4,2019,,,
Buchanan,REDACTED,888,5,2019,,,
Buchanan,REDACTED,848,6,2019,,,
Buchanan,REDACTED,205,7,2019,,,
Buchanan,REDACTED,571,8,2019,,,
Buchanan,REDACTED,586,9,2019,,,
Buchanan,REDACTED,669,10,2019,,,
Buchanan,REDACTED,861,11,2019,,,
Buchanan,REDACTED,574,12,2019,,,
Buchanan,REDACTED,519,1,2020,,,
Buchanan,REDACTED,806,2,2020,,,
Buchanan,REDACTED,670,3,2020,,,
Buchanan,REDACTED,341,4,2020,,,
Buchanan,REDACTED,105,12,2021,,,
Buchanan,REDACTED,231,1,2022,,,
Buckingham,REDACTED,438,7,2017,,,
Buckingham,REDACTED,1507,8,2017,,,
Buckingham,REDACTED,1105,9,2017,,,
Buckingham,REDACTED,791,10,2017,,,
Buckingham,REDACTED,2722,11,2017,,,
Buckingham,REDACTED,1280,12,2017,,,
Buckingham,REDACTED,1047,1,2018,,,
Buckingham,REDACTED,3082,2,2018,,,
Buckingham,REDACTED,1097,3,2018,,,
Buckingham,REDACTED,1247,4,2018,,,
Buckingham,REDACTED,1574,5,2018,,,
Buckingham,REDACTED,1374,6,2018,,,
Buckingham,REDACTED,1579,7,2018,,,
Buckingham,REDACTED,1360,8,2018,,,
Buckingham,REDACTED,1605,9,2018,,,
Buckingham,REDACTED,1099,10,2018,,,
Buckingham,REDACTED,2139,11,2018,,,
Buckingham,REDACTED,1539,12,2018,,,
Buckingham,REDACTED,1301,1,2019,,,
Buckingham,REDACTED,2124,2,2019,,,
