"","X","STATE_NAME","STATE_ABBREVIATION","COUNTY_NAME","COUNTY_FIPS_CODE","STUDYYEAR","EMR_16","FEMR_16","MEMR_16","EMR_20to64","FEMR_20to64","MEMR_20to64","UNR_16","FUNR_16","MUNR_16","UNR_20to64","FUNR_20to64","MUNR_20to64","FLFPR_20to64","FLFPR_20to64_UNDER6","FLFPR_20to64_6to17","FLFPR_20to64_UNDER6_6to17","MLFPR_20to64","PR_F","PR_P","MHI","MFI","MFI_2022","ME","FME","MME","MHI_2022","ME_2022","FME_2022","MME_2022","TOTALPOP","ONERACE","ONERACE_W","ONERACE_B","ONERACE_I","ONERACE_A","ONERACE_H","ONERACE_OTHER","TWORACES","HISPANIC","HOUSEHOLDS","H_UNDER6_BOTHWORK","H_UNDER6_FWORK","H_UNDER6_MWORK","H_UNDER6_SINGLEM","H_6to17_BOTHWORK","H_6to17_FWORK","H_6to17_MWORK","H_6to17_SINGLEM","EMP_M","MEMP_M","FEMP_M","EMP_SERVICE","MEMP_SERVICE","FEMP_SERVICE","EMP_SALES","MEMP_SALES","FEMP_SALES","EMP_N","MEMP_N","FEMP_N","EMP_P","MEMP_P","FEMP_P","iEMR_16","iFEMR_16","iMEMR_16","iEMR_20to64","iFEMR_20to64","iMEMR_20to64","iUNR_16","iFUNR_16","iMUNR_16","iUNR_20to64","iFUNR_20to64","iMUNR_20to64","iFLFPR_20to64","iFLFPR_20to64_UNDER6","iFLFPR_20to64_6to17","iFLFPR_20to64_UNDER6_6to17","iMLFPR_20to64","iPR_F","iPR_P","iMHI","iMFI","iME","iFME","iMME","iMHI_2022","iMFI_2022","iME_2022","iFME_2022","iMME_2022","iTOTALPOP","iONERACE","iONERACE_W","iONERACE_B","iONERACE_I","iONERACE_A","iONERACE_H","iONERACE_OTHER","iTWORACES","iHISPANIC","iHOUSEHOLDS","iH_UNDER6_BOTHWORK","iH_UNDER6_FWORK","iH_UNDER6_MWORK","iH_UNDER6_SINGLEM","iH_6to17_BOTHWORK","iH_6to17_FWORK","iH_6to17_MWORK","iH_6to17_SINGLEM","iEMP_M","iMEMP_M","iFEMP_M","iEMP_SERVICE","iMEMP_SERVICE","iFEMP_SERVICE","iEMP_SALES","iMEMP_SALES","iFEMP_SALES","iEMP_N","iMEMP_N","iFEMP_N","iEMP_P","iMEMP_P","iFEMP_P","MCBto5","MC6to11","MC12to17","MC18to23","MC24to29","MC30to35","MC36to41","MC42to47","MC48to53","MC54toSA","MCSA","MFCCBto5","MFCC6to11","MFCC12to17","MFCC18to23","MFCC24to29","MFCC30to35","MFCC36to41","MFCC42to47","MFCC48to53","MFCC54toSA","MFCCSA","X_75CBto5","X_75C6to11","X_75C12to17","X_75C18to23","X_75C24to29","X_75C30to35","X_75C36to41","X_75C42to47","X_75C48to53","X_75C54toSA","X_75CSA","X_75FCCBto5","X_75FCC6to11","X_75FCC12to17","X_75FCC18to23","X_75FCC24to29","X_75FCC30to35","X_75FCC36to41","X_75FCC42to47","X_75FCC48to53","X_75FCC54toSA","X_75FCCSA","iMCBto5","iMC6to11","iMC12to17","iMC18to23","iMC24to29","iMC30to35","iMC36to41","iMC42to47","iMC48to53","iMC54toSA","iMCSA","iMFCCBto5","iMFCC6to11","iMFCC12to17","iMFCC18to23","iMFCC24to29","iMFCC30to35","iMFCC36to41","iMFCC42to47","iMFCC48to53","iMFCC54toSA","iMFCCSA","i_75CBto5","i_75C6to11","i_75C12to17","i_75C18to23","i_75C24to29","i_75C30to35","i_75C36to41","i_75C42to47","i_75C48to53","i_75C54toSA","i_75CSA","i_75FCCBto5","i_75FCC6to11","i_75FCC12to17","i_75FCC18to23","i_75FCC24to29","i_75FCC30to35","i_75FCC36to41","i_75FCC42to47","i_75FCC48to53","i_75FCC54toSA","i_75FCCSA","MCINFANT","MCInfant_flag","MCTODDLER","MCToddler_flag","MCPRESCHOOL","MCPreschool_flag","X_75CINFANT","X_75CInfant_flag","X_75CTODDLER","X_75CToddler_flag","X_75CPRESCHOOL","X_75CPreschool_flag","MFCCINFANT","MFCCInfant_flag","MFCCTODDLER","MFCCToddler_flag","MFCCPRESCHOOL","MFCCPreschool_flag","X_75FCCINFANT","X_75FCCInfant_flag","X_75FCCTODDLER","X_75FCCToddler_flag","X_75FCCPRESCHOOL","X_75FCCPreschool_flag","STATE_FIPS","EMR_16_STATE","FEMR_16_STATE","MEMR_16_STATE","EMR_20to64_STATE","FEMR_20to64_STATE","MEMR_20to64_STATE","UNR_16_STATE","FUNR_16_STATE","MUNR_16_STATE","UNR_20to64_STATE","FUNR_20to64_STATE","MUNR_20to64_STATE","FLFPR_20to64_STATE","FLFPR_20to64_UNDER6_STATE","FLFPR_20to64_6to17_STATE","FLFPR_20to64_UNDER6_6to17_STATE","MLFPR_20to64_STATE","PR_F_STATE","PR_P_STATE","MHI_STATE","MFI_STATE","MFI_2022_STATE","ME_STATE","FME_STATE","MME_STATE","MHI_2022_STATE","ME_2022_STATE","FME_2022_STATE","MME_2022_STATE","TOTALPOP_STATE","ONERACE_STATE","ONERACE_W_STATE","ONERACE_B_STATE","ONERACE_I_STATE","ONERACE_A_STATE","ONERACE_H_STATE","ONERACE_OTHER_STATE","TWORACES_STATE","HISPANIC_STATE","HOUSEHOLDS_STATE","H_UNDER6_BOTHWORK_STATE","H_UNDER6_FWORK_STATE","H_UNDER6_MWORK_STATE","H_UNDER6_SINGLEM_STATE","H_6to17_BOTHWORK_STATE","H_6to17_FWORK_STATE","H_6to17_MWORK_STATE","H_6to17_SINGLEM_STATE","EMP_M_STATE","MEMP_M_STATE","FEMP_M_STATE","EMP_SERVICE_STATE","MEMP_SERVICE_STATE","FEMP_SERVICE_STATE","EMP_SALES_STATE","MEMP_SALES_STATE","FEMP_SALES_STATE","EMP_N_STATE","MEMP_N_STATE","FEMP_N_STATE","EMP_P_STATE","MEMP_P_STATE","FEMP_P_STATE","iEMR_16_STATE","iFEMR_16_STATE","iMEMR_16_STATE","iEMR_20to64_STATE","iFEMR_20to64_STATE","iMEMR_20to64_STATE","iUNR_16_STATE","iFUNR_16_STATE","iMUNR_16_STATE","iUNR_20to64_STATE","iFUNR_20to64_STATE","iMUNR_20to64_STATE","iFLFPR_20to64_STATE","iFLFPR_20to64_Under6_STATE","iFLFPR_20to64_6to17_STATE","iFLFPR_20to64_Under6_6to17_STATE","iMLFPR_20to64_STATE","iPR_F_STATE","iPR_P_STATE","iMHI_STATE","iMFI_STATE","iME_STATE","iFME_STATE","iMME_STATE","iMHI_2022_STATE","iMFI_2022_STATE","iME_2022_STATE","iFME_2022_STATE","iMME_2022_STATE","iTOTALPOP_STATE","iONERACE_STATE","iONERACE_W_STATE","iONERACE_B_STATE","iONERACE_I_STATE","iONERACE_A_STATE","iONERACE_H_STATE","iONERACE_OTHER_STATE","iTWORACES_STATE","iHISPANIC_STATE","iHOUSEHOLDS_STATE","iH_UNDER6_BOTHWORK_STATE","iH_UNDER6_FWORK_STATE","iH_UNDER6_MWORK_STATE","iH_UNDER6_SINGLEM_STATE","iH_6to17_BOTHWORK_STATE","iH_6to17_FWORK_STATE","iH_6to17_MWORK_STATE","iH_6to17_SINGLEM_STATE","iEMP_M_STATE","iMEMP_M_STATE","iFEMP_M_STATE","iEMP_SERVICE_STATE","iMEMP_SERVICE_STATE","iFEMP_SERVICE_STATE","iEMP_SALES_STATE","iMEMP_SALES_STATE","iFEMP_SALES_STATE","iEMP_N_STATE","iMEMP_N_STATE","iFEMP_N_STATE","iEMP_P_STATE","iMEMP_P_STATE","iFEMP_P_STATE","POPPCT_URB","Urban"
"1612",1612,"Virginia","VA","Fredericksburg City",51630,2008,55.5,45.6,68.7,72.2,65,79.9,5.4,5.1,5.7,4.1,2.8,5.2,66.8,55.3,84.2,78.1,85.7,6.1,11.9,45815,66250,89438,26590,21492,32794,61850,35897,29014,44272,22403,99.2,70.8,20.8,0.2,2.5,0.2,4.7,0.8,7.4,8875,609,606,35,630,366,450,0,1389,38.5,33.9,43.8,22.1,20.1,24.3,19.6,15.5,24.1,10,18.8,0,9.9,11.7,7.8,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,62.9,59,67.1,74.5,71.4,77.6,4.9,4.9,5,4.3,4.3,4.2,74.6,71.3,72.1,83.1,81,7.3,10.2,61233,73192,98809,32591,26607,40012,82665,43998,35919,54016,7769089,97.9,70.8,19.6,0.3,4.8,0.1,2.3,2.1,6.8,2961083,252781,149075,8908,135200,539328,219442,22301,274479,40.4,38.2,42.7,15.8,12.7,19,23.8,15.8,32.4,9.7,17.9,0.8,10.4,15.4,5.1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"1613",1613,"Virginia","VA","Fredericksburg City",51630,2009,64.5,58.3,71.6,79.6,74.2,85.3,6.3,2.9,9.3,5.6,2.1,8.7,69.9,54.4,82.9,76.8,87.5,7.5,15,43154,74326,101827,25114,20629,30330,59121,34406,28262,41552,22314,99.1,69.9,21,0.5,2.1,0.2,5.5,0.9,7.7,8903,564,510,60,550,524,473,14,1030,39.3,35.3,43.4,24.2,20.9,27.7,18.9,14.6,23.5,8.1,15.5,0.3,9.5,13.7,5.2,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,175,175,175,169,102,102,102,102,102,102,154,142.5,142.5,142.5,130,125,125,125,125,125,125,113.5,192.5,192.5,192.5,194,173,173,173,173,173,173,186,164.5,164.5,164.5,147.5,135,135,135,135,135,135,128.3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,175,2,102,1,102,1,192.5,2,173,1,173,1,142.5,2,125,1,125,1,164.5,2,135,1,135,1,51,60.5,57,64.3,72.3,69.4,73.9,7.4,6.9,7.9,6.6,6.2,7,74,71.3,71.2,82.1,80.9,7.5,10.5,59330,71270,97640,31968,26700,38274,81282,43796,36579,52435,7882590,97.6,70.4,19.6,0.3,5,0.1,2.2,2.4,7.2,2971489,242753,161544,9394,143100,534873,230975,25452,284262,41.5,39.6,43.6,15.8,12.9,18.8,23.7,16.1,31.8,9.3,17.2,1,9.6,14.1,4.8,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"1614",1614,"Virginia","VA","Fredericksburg City",51630,2010,55,48.4,63.2,67.4,63,72.4,10.3,6.6,13.5,9.7,5.8,13,67.7,54,81.8,75.8,84.9,10.5,17.6,43558,65699,89351,23543,17627,30775,59239,32018,23973,41854,23375,98.6,65.5,23.4,0.5,2.6,0.1,6.5,1.4,9.2,9206,496,559,77,482,566,470,0,1276,38.4,34.2,42.7,22,19.6,24.6,20.3,14.9,26,9.1,17.8,0,10.2,13.6,6.7,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,180,180,180,171,127,127,127,127,127,127,160,145,145,145,130,125,125,125,125,125,125,115,205,205,205,194,173,173,173,173,173,173,197,168,168,168,150,140,140,140,140,140,140,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,2,127,1,127,1,205,2,173,1,173,1,145,2,125,1,125,1,168,2,140,1,140,1,51,59.7,56.8,62.9,71.4,69,73.9,7.9,7.3,8.5,7.3,6.6,7.9,74.6,69.3,70.1,80.8,83.6,7.7,11.1,49406,72476,98567,32527,27072,40326,67192,44237,36818,54843,8024617,97.3,69.5,19.6,0.3,5.5,0.1,2.4,2.7,7.9,2992732,236623,141072,10237,158892,550923,216713,26813,302394,42.1,39.8,44.4,16.2,13.3,19.3,23.4,16.3,30.8,8.7,16.4,0.7,9.6,14.2,4.8,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"1615",1615,"Virginia","VA","Fredericksburg City",51630,2011,55.1,48.2,63.4,67.1,62.2,72.4,9.7,7.2,12,9.2,6.4,11.6,67.4,61.6,81.4,75.5,83.7,10.4,16.1,44498,61950,81155,28476,22342,32018,58292,37304,29268,41944,24015,97.2,65.3,22.7,0.2,2.6,0.1,6.3,2.8,9.9,9341,639,348,48,493,952,432,63,1164,39.5,36.8,42.4,22.3,21.1,23.7,21.6,14.3,29.3,7.3,13.8,0.4,9.3,14.1,4.2,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,185,185,185,173,152,152,152,152,152,152,166,147.5,147.5,147.5,130,125,125,125,125,125,125,116.5,217.5,217.5,217.5,194,210,210,210,210,210,210,208,171.5,171.5,171.5,152.5,145,145,145,145,145,145,140,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,185,2,152,1,152,1,217.5,2,210,1,210,1,147.5,2,125,1,125,1,171.5,2,145,1,145,1,51,59.8,56.2,63.8,71.3,68,74.6,7.6,7.3,7.8,7,6.9,7.1,73.7,69.4,69.7,80.3,83.9,8.2,11.5,61882,74500,97595,32993,27575,40286,81065,43221,36123,52775,8096604,97,69.4,19.5,0.3,5.6,0.1,2.1,3,8,2990650,241012,149253,9233,155026,530803,239222,29802,289812,42.3,39.6,45.2,17,14.5,19.6,22.9,16.4,29.9,8.5,15.6,0.8,9.4,14,4.5,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"1616",1616,"Virginia","VA","Fredericksburg City",51630,2012,57.3,51,65,67.7,31.4,72.7,10.5,7.7,13,9.6,7,11.9,69,68.7,80.7,74.8,83.7,12.5,17.2,45951,62466,80581,27989,24350,31845,59277,36106,31412,41080,24932,97.2,65.1,23.5,0.4,2.5,0,5.8,2.8,10.5,9705,745,293,35,715,851,508,87,1288,40.5,40.7,40.3,20.8,18.9,22.7,23.7,15.9,31.7,5.9,11.2,0.4,9.1,13.3,4.8,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,190,190,190,175,177,177,177,177,177,177,172,150,150,150,130,125,125,125,125,125,125,118,230,230,230,194,247,247,247,247,247,247,219,175,175,175,155,150,150,150,150,150,150,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190,2,177,1,177,1,230,2,247,1,247,1,150,2,125,1,125,1,175,2,150,1,150,1,51,60.2,56.9,63.7,72.2,75,69.4,6.9,6.6,7.3,6.3,6.1,6.5,74.6,69,69,79.5,83.7,8.6,11.7,61741,74485,96086,28629,38017,44776,79646,36931,49042,57761,8185867,96.8,69.2,19.3,0.3,5.7,0.1,2.3,3.2,8.4,3038967,179893,158207,9538,113325,431947,226260,31887,226219,41.9,39.5,44.5,16.9,14.1,20,23.1,16.4,30.2,8.5,15.8,0.8,9.6,14.3,4.6,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"1617",1617,"Virginia","VA","Fredericksburg City",51630,2013,57.6,52.1,64.5,67.8,64,72.2,11,8.4,13.5,10.3,7.8,12.8,70,70.8,80.1,74.3,84.1,14.3,18.6,47040,57404,72903,26733,21781,32681,59741,33951,27662,41505,25931,96.7,65.1,23.5,0.4,2.5,0,5.1,3.3,10.8,9779,766,327,36,726,838,494,78,1345,40,41.9,38.2,21,17.4,24.7,26.1,19.4,32.8,5.8,11,0.5,7.1,10.3,3.9,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,195,195,195,180,176.33,176.33,176.33,176.33,176.33,176.33,171.33,153.33,153.33,153.33,136.67,131.67,131.67,131.67,131.67,131.67,131.67,120.33,235,235,235,199.33,228,228,228,228,228,228,202.67,178.33,178.33,178.33,161.67,151.67,151.67,151.67,151.67,151.67,151.67,148.33,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,195,2,176.33,1,176.33,1,235,2,228,1,228,1,153.33,2,131.67,1,131.67,1,178.33,2,151.67,1,151.67,1,51,60.4,56.7,64.3,72.2,68.9,75.6,6.6,6.7,6.6,6.2,6.3,6.1,74.1,68.2,68.6,79.1,83.8,8.4,11.7,62666,75524,95915,33742,27499,40779,79586,42852,34924,51789,8260405,96.7,69.3,19.3,0.2,5.9,0.1,2,3.3,8.6,3055863,231952,152895,8731,157537,547519,222384,28684,299011,42.2,39.6,45.1,17.4,14.7,20.4,22.6,16.5,29.3,8.3,15.4,0.7,9.4,14,4.6,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"1618",1618,"Virginia","VA","Fredericksburg City",51630,2014,57.3,52.6,63.2,67.9,63.9,72.5,10.4,8.6,12.3,9.9,8.6,11.1,70.1,69.4,79.6,73.8,82.8,14.5,19.2,49454,61850,76694,29867,22028,36841,61323,37035,27315,45683,26632,95.8,66,22.4,0.4,2.8,0,4.1,4.2,10.8,9849,659,401,13,797,1027,482,74,1399,41.9,45.8,38.1,20.4,16,24.6,25.3,17.4,33,5.7,10.6,0.9,6.8,10.2,3.4,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,200,200,200,185,175.67,175.67,175.67,175.67,175.67,175.67,170.67,156.67,156.67,156.67,143.33,138.33,138.33,138.33,138.33,138.33,138.33,122.67,240,240,240,204.67,209,209,209,209,209,209,186.33,181.67,181.67,181.67,168.33,153.33,153.33,153.33,153.33,153.33,153.33,146.67,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,200,2,175.67,1,175.67,1,240,2,209,1,209,1,156.67,2,138.33,1,138.33,1,181.67,2,153.33,1,153.33,1,51,60.6,57,64.4,73,70.1,76,6.1,5.9,6.2,5.6,5.5,5.7,74.8,69,68.3,78.8,83.8,8.3,11.8,64902,78290,97080,35108,28663,41266,80478,43534,35542,51170,8326289,96.7,68.9,19.2,0.3,6.1,0.1,2.1,3.3,2.8,3083820,247162,145148,8833,143402,538796,239476,30681,297568,42.9,40.5,45.5,17,13.8,20.4,22.1,15.8,28.9,8.4,15.5,0.8,9.6,14.5,4.4,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"1619",1619,"Virginia","VA","Fredericksburg City",51630,2015,60.4,55.6,66.4,71.8,67.6,76.7,8.9,7.5,10.4,8.2,6.7,9.6,72.7,75.1,78.4,72.7,86.1,12.6,16.5,51762,62361,77328,30040,21743,36698,64185,37250,26961,45506,27395,95.4,65.6,23.3,0.2,2.5,0.1,3.7,4.6,11.1,10080,746,312,13,939,1044,433,64,1593,42.1,44.9,39.4,22.7,17.3,28,23.3,17.5,28.9,5.5,10.9,0.4,6.4,9.5,3.4,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,205,205,205,190,175,175,175,175,175,175,170,160,160,160,150,145,145,145,145,145,145,125,245,245,245,210,190,190,190,190,190,190,170,185,185,185,175,155,155,155,155,155,155,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205,2,175,1,175,1,245,2,190,1,190,1,160,2,145,1,145,1,185,2,155,1,155,1,51,60.7,57.3,64.3,73.1,70.2,75.9,5.5,5.5,5.5,5.1,5.2,5.1,74.8,71.8,67.4,77.7,83.7,7.8,11.2,66262,80403,99700,35296,42342,54392,82165,43767,52504,67446,8382993,96.5,68.2,19.2,0.3,6.3,0.1,2.4,3.5,9,3106895,243703,140916,10382,151169,540684,224678,30048,301996,43,40.2,45.9,16.8,13.7,20.2,22.1,16.1,28.6,8.5,15.8,0.8,9.6,14.2,4.6,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"1620",1620,"Virginia","VA","Fredericksburg City",51630,2016,61.8,55.8,69.2,73.5,68,79.9,7.4,7.7,7.1,6.9,7.2,6.5,73.5,74.9,74.4,69.3,86.5,13.1,16.6,53980,65231,80234,30843,21714,37391,66395,37937,26708,45991,27853,94.2,64,23.1,0.2,2.3,0.1,4.6,5.8,10.8,10271,699,468,35,981,897,496,15,1596,46.4,50.5,42.3,22.3,17.9,26.6,22.1,15.1,29,4.4,8.7,0,4.9,7.8,2.1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,205,205,205,188.33,175,175,175,175,175,175,170,160,160,160,150,145,145,145,145,145,145,126.67,241.67,241.67,241.67,215,193.33,193.33,193.33,193.33,193.33,193.33,173.33,186.67,186.67,186.67,175,158.33,158.33,158.33,158.33,158.33,158.33,146.67,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,205,2,175,1,175,1,241.67,2,193.33,1,193.33,1,160,2,145,1,145,1,186.67,2,158.33,1,158.33,1,51,60.9,57.3,64.6,73.8,70.7,77,5,4.9,5.1,4.6,4.6,4.6,74.8,74.4,78,67.2,84.2,7.6,11,68114,83306,102466,36282,30591,41905,83780,44627,37627,51543,8411808,96.3,67.8,19,0.3,6.3,0.1,2.7,3.7,9,3120692,247496,135187,13947,135887,539822,220386,37253,303826,43.5,40.6,46.6,16.4,13.6,19.5,22.1,15.9,28.8,8.5,15.6,0.8,9.5,14.4,4.3,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"1621",1621,"Virginia","VA","Fredericksburg City",51630,2017,64.4,57.5,73,76.2,69.7,83.4,5.6,6.6,4.6,5.6,6.6,4.6,74.9,70.2,78,72.1,88.5,12.3,16.3,57258,75143,90923,32492,23452,42208,69282,39315,28377,51072,28135,93.6,64.4,22.5,0.1,2.4,0.1,4.1,6.4,10.7,10419,841,580,13,734,1065,462,0,1503,45.4,47.5,43.4,23.1,18.1,28.2,20.9,14.4,27.5,5.1,10.1,0,5.5,10,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,205,205,205,186.67,175,175,175,175,175,175,170,160,160,160,150,145,145,145,145,145,145,128.33,238.33,238.33,238.33,220,196.67,196.67,196.67,196.67,196.67,196.67,176.67,188.33,188.33,188.33,175,161.67,161.67,161.67,161.67,161.67,161.67,148.33,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,205,2,175,1,175,1,238.33,2,196.67,1,196.67,1,160,2,145,1,145,1,188.33,2,161.67,1,161.67,1,51,61.1,57.7,64.7,74.1,71.2,77.1,4.6,4.6,4.6,4.2,4.2,4.2,75,73.5,79.8,66.8,84.1,7.1,10.6,71535,86279,104398,37483,31126,45226,86557,45354,37662,54723,8470020,96.1,67.5,19.2,0.3,6.4,0,2.6,3.9,9.3,3120880,252763,142732,7535,135468,576521,213181,24004,289128,44.1,41.1,47.2,17.1,14.4,19.9,21.3,15.2,27.7,8.2,15.2,0.8,9.4,14.2,4.3,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
